,fractionnew,degradationrate,degradationrate_95%conf_low,degradationrate_90%conf_low,degradationrate_50%conf_low,degradationrate_bootstrapmedian,degradationrate_50%conf_high,degradationrate_90%conf_high,degradationrate_95%conf_high
ENSG00000007168,0.4484492875104778,0.48375730957121854,0.445780844102149,0.4479642127695174,0.46748693027663324,0.48066142107173077,0.4957936323575756,0.5114783346538416,0.5136505967170079
ENSG00000007171,,,,,,,,,
ENSG00000007174,0.1553398058252427,0.13725273949191216,0.08281473491551467,0.0905484147480347,0.11385423305362707,0.14189297278611523,0.16470638624023498,0.19416967609461971,0.1956514417858673
ENSG00000007202,0.22306675479180435,0.20520393968148923,0.18872675584259516,0.19039017558752136,0.19721493208219368,0.20333013967903352,0.209924341946508,0.22021195811788297,0.22261751175458494
ENSG00000007237,0.47619047619047616,0.5257131422154898,0.19080044109870617,0.24887681623353378,0.39613819765099517,0.4638576085102543,0.6846691370622111,0.9139823555018703,0.9988179423187689
ENSG00000007255,0.09544787077826726,0.08155718911869313,0.06405180131951832,0.06741705018677525,0.07551835662021959,0.08317375635347601,0.09189179902914718,0.10295028734984842,0.10316372374547221
ENSG00000007264,0.11638316920322292,0.10059492653310496,0.08381649616238085,0.08667881077026231,0.09134513025363365,0.09838332738332817,0.10678146713257541,0.11797360135055246,0.119211644449158
ENSG00000007306,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
ENSG00000007314,0.3076923076923077,0.2989632358742418,0.08159883932604722,0.10152015958702937,0.20552200058992787,0.2899796292184817,0.36746758027890836,0.7059323029879174,0.877264007191417
ENSG00000007341,0.4496753246753247,0.48556654971794266,0.4203629366187776,0.4215495474720312,0.4621600849051049,0.49257966786577945,0.5225580197834462,0.5694339237045151,0.5731919014632791
ENSG00000007372,0.5517241379310345,0.6523142053048271,0.46348194427095424,0.4964702883775538,0.5635342931381669,0.6231612789998469,0.7649456089360961,0.9094426772049519,0.9321522859812263
ENSG00000007376,0.30062305295950154,0.2907035902013877,0.26189657287969637,0.2622661314075874,0.2799715946336159,0.2910617017817039,0.2987724129705663,0.3108153828584557,0.3166522721574381
