,fractionnew,degradationrate,degradationrate_95%conf_low,degradationrate_90%conf_low,degradationrate_50%conf_low,degradationrate_bootstrapmedian,degradationrate_50%conf_high,degradationrate_90%conf_high,degradationrate_95%conf_high
ENSG00000007384,0.2,0.18141752139366643,0.05654287991737397,0.07049972539528583,0.1443076333709242,0.19999290079858162,0.24956011154371208,0.3808164662401478,0.39405050957860505
ENSG00000007392,0.4249857387335995,0.4498865335690411,0.41507199484826646,0.4197334978601945,0.4400546565004023,0.4519180103955225,0.46551779139091964,0.4802682648006593,0.4879435161779497
ENSG00000007402,0.23076923076923078,0.21330428005487082,0.009382919705039744,0.04654768002037386,0.1279483992164514,0.18141752139366643,0.26315466106146723,0.40859228566284733,0.44604715528235817
ENSG00000007516,0.3888888888888889,0.40038738625836917,0.21438349751716138,0.22520497986209356,0.3539171311039396,0.4019973054519045,0.4645748420012415,0.6755548134230162,0.7323311673086105
ENSG00000007520,0.11004232397075799,0.09478160358540737,0.0828869110026387,0.08451007376863477,0.09103284941249729,0.09528536846558189,0.09810035158647917,0.1034108602938216,0.1048022895003922
ENSG00000007541,0.15934065934065933,0.14111281762956088,0.12045223710637988,0.12256788059114551,0.1353087789479706,0.1443346241421613,0.15306289820295174,0.1663450856915784,0.17387654145387202
ENSG00000007545,0.7450331125827815,1.1110744679034033,0.9258696263226642,0.9482007139906298,1.0432160585971848,1.0981196531458286,1.1359297348716786,1.2074451193832,1.2413100681086031
ENSG00000007866,0.7068965517241379,0.9977476963334985,0.7630271589766779,0.8226634513665484,0.9348797992209531,0.9947936215420613,1.0822717089707128,1.2086928542630546,1.2177378985922451
ENSG00000007923,0.35189954925949773,0.35260941306409826,0.33136632746495664,0.3321614150466557,0.34191506014001055,0.3493978044953201,0.3567228066409224,0.3780327701783877,0.38786988748929957
ENSG00000007933,0.0,-0.0,,,,,,,
ENSG00000007944,0.9066985645933014,1.9283900702399268,1.7903622369345789,1.807660695050645,1.8626223670952957,1.8979223624028,1.9743114076363608,2.0760551611227953,2.0999616592942987
ENSG00000007952,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
ENSG00000007968,0.7763713080168776,1.2176977460024465,1.1047905405295608,1.1219623693503797,1.1816666001198315,1.2358050858120149,1.2822224576706134,1.3504694601150629,1.3584221356555441
ENSG00000008018,0.09338919471915039,0.07970896104136782,0.07544400293006427,0.07578382559215033,0.0781499335877334,0.0800049479903497,0.08112629479325138,0.08332410350691852,0.08422160117795154
ENSG00000008056,0.4,0.4153053851756022,0.0,0.0,0.18141752139366643,0.435138785244477,0.5635342931381669,1.1270685862763339,
ENSG00000008083,0.6902067889192353,0.9527237927779962,0.8490240375503741,0.8747978062445477,0.9233616851287708,0.9495651670698468,0.9735698142666378,1.0261999701254945,1.033229914220686
ENSG00000008086,0.32432432432432434,0.31873340469595424,0.12288830107672362,0.12904003820005394,0.24689627138066833,0.3296464293562311,0.3964565283584343,0.5673750676116208,0.6067447411869984
ENSG00000008128,0.2859237536656892,0.27379311769176606,0.2184683406137845,0.22995461282303367,0.2542697706059133,0.26835068047471744,0.28054152538504046,0.3129039204199015,0.3150410388555643
ENSG00000008130,0.25634106853750677,0.240790873749395,0.22110102073486945,0.2224897175229137,0.23025060413993248,0.2400721598259147,0.25022081266200413,0.26142509798944347,0.2679584403436447
ENSG00000008197,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
ENSG00000008226,0.2777777777777778,0.2645710572639252,0.0888129448012928,0.11121876672605611,0.20776570557670682,0.2831761742018015,0.35921361973905636,0.4514089371340939,0.5059741681392672
ENSG00000008256,0.6010544815465729,0.7470978997113238,0.6533064949888233,0.6749141594135241,0.7182714684375981,0.7516912949657504,0.798369533547848,0.8420055774013099,0.8457717948755422
ENSG00000008277,0.12,0.10392957033323974,0.06773248098893996,0.07071810562094105,0.09289196954046464,0.10754457521582385,0.12393531734798499,0.14046179862384042,0.14902037072136168
ENSG00000008282,0.2759538598047915,0.26252045453306444,0.24492971626676863,0.24528353687979426,0.254384120575882,0.2645552026869421,0.26999250497438376,0.28550867713955563,0.28807122139975927
ENSG00000008283,0.23024830699774265,0.21275389655416171,0.18781982210741097,0.19039671332363145,0.2040508227732134,0.21339951976808388,0.22606262242842456,0.23641344496533767,0.2505430956503794
ENSG00000008294,0.3933993399339934,0.40641024031527034,0.37180027054106346,0.37366864637434155,0.3947123529915999,0.4064629332244215,0.4184675485828032,0.4398510577801992,0.4432496276958613
ENSG00000008300,0.25925925925925924,0.2439874735368603,0.07181045768355727,0.08706338617565108,0.17420138868207935,0.23388786378193568,0.31629264863697826,0.46474044092248584,0.49103478443944404
ENSG00000008311,0.09090909090909091,0.07748795106042675,0.0,0.0,0.0,0.07748795106042675,0.1253257559571205,0.23388786378193568,0.2532765105028577
ENSG00000008323,0.5,0.5635342931381669,0.0,0.0,0.3296464293562311,0.5635342931381669,1.1270685862763339,,
ENSG00000008324,0.4774034511092851,0.527597991583256,0.48716269014549984,0.4891538436528609,0.5195137167880115,0.5278170592419825,0.541217329280149,0.5543665105109304,0.5607448583231696
ENSG00000008382,0.1033434650455927,0.08868487351670896,0.055265717282377155,0.060802322209685726,0.0762581570791061,0.08623652388071552,0.10090260147769206,0.11517886164866051,0.12211896659187389
ENSG00000008394,0.1836461126005362,0.164965310970621,0.13770835072696375,0.1437610447494567,0.1519748880762949,0.16268554305296506,0.17540743487136118,0.18210896126473175,0.18699882757922223
ENSG00000008405,0.45136186770428016,0.48806194676183046,0.43291926897080196,0.43748532040121396,0.4755795233186848,0.4942259067114692,0.5116889039240615,0.5459648405028077,0.558529212103913
ENSG00000008438,,,,,,,,,
