	binary_sum	binary_avg	nonzero_avg	nonzero_cov	kon	koff	ksyn	burstsize	kon_95%conf_low	kon_90%conf_low	kon_50%conf_low	kon_bootstrapmedian	kon_50%conf_high	kon_90%conf_high	kon_95%conf_high	kon_bootstrapfail%	koff_95%conf_low	koff_90%conf_low	koff_50%conf_low	koff_bootstrapmedian	koff_50%conf_high	koff_90%conf_high	koff_95%conf_high	koff_bootstrapfail%	ksyn_95%conf_low	ksyn_90%conf_low	ksyn_50%conf_low	ksyn_bootstrapmedian	ksyn_50%conf_high	ksyn_90%conf_high	ksyn_95%conf_high	ksyn_bootstrapfail%	burstsize_95%conf_low	burstsize_90%conf_low	burstsize_50%conf_low	burstsize_bootstrapmedian	burstsize_50%conf_high	burstsize_90%conf_high	burstsize_95%conf_high	burstsize_bootstrapfail%
ENSG00000005302	147.0	0.2398042414355628	1.3129251700680271	0.45128314171848033	17.273976094436865		17.425797217451947		0.6518363448688383	1.0979978415690312	4.338385467673499	9.753894682582862	19.550022759624014	28.248028082401508	30.67418105837567	10.0								100.0	9.352796277515084	10.520319219610013	14.327873543603332	19.306891083219977	26.893514546590794	34.19951893353393	34.19951893353393	14.0								100.0
ENSG00000005339	451.0	0.7357259380097879	2.3636363636363638	0.7380158129501874			5.848035476425731									100.0								100.0	5.848035476425731	5.848035476425731	5.848035476425731	5.848035476425731	5.848035476425731	5.848035476425731	5.848035476425731	0.0								100.0
ENSG00000005379	53.0	0.0864600326264274	1.2264150943396226	0.4081999741975877	2.6535281148172793		20.541611774629484		0.0361064078764099	0.0361064078764099	0.7168387830609441	1.2925748036362896	2.769591490305372	8.01369934879344	9.665775022122919	0.0								100.0	5.848035476425731	5.848035476425731	14.771835981945454	21.389591127302847	27.05398041907919	34.19951893353393	37.38306960616825	0.0								100.0
ENSG00000005421	1.0	0.0016313213703099511	1.0	0.0	2.769591490305372				0.0	0.0	0.0	2.769591490305372	2.769591490305372	2.769591490305372	2.769591490305372	0.0								100.0								100.0								100.0
ENSG00000005436	177.0	0.28874388254486133	1.5028248587570623	0.5251598476870669	2.351844608259115		29.269358534239693		0.6518363448688383	0.6518363448688383	1.5611915381868808	2.354971485279915	2.997298254075739	4.792200566766014	7.950521596789982	0.0								100.0	20.065178034621667	22.62384909528189	25.141070623207916	32.00525994676241	34.19951893353393	36.722253429035426	37.88883338540819	0.0								100.0
ENSG00000005448	24.0	0.03915171288743882	1.9166666666666667	1.3294682479496225	2.769591490305372		34.19951893353393		0.0361064078764099	0.0361064078764099	0.6518363448688383	0.6518363448688383	0.9437802222610483	2.769591490305372	2.769591490305372	24.0								100.0	5.555195058767769	5.848035476425731	34.19951893353393	34.19951893353393	34.19951893353393	34.19951893353393	34.19951893353393	28.0								100.0
ENSG00000005469	121.0	0.19738988580750408	1.4462809917355373	0.5618627910071705	0.6518363448688383		34.19951893353393		0.6518363448688383	0.6518363448688383	0.6518363448688383	0.6518363448688383	1.4578145689821977	6.171973350528944	6.806117311744937	2.0								100.0	25.906002959101695	26.18044787710647	34.19951893353393	34.19951893353393	34.19951893353393	40.300563628138654	41.84036416374367	0.0								100.0
ENSG00000005471	4.0	0.0065252854812398045	1.0	0.0	2.769591490305372				2.769591490305372	2.769591490305372	2.769591490305372	2.769591490305372	2.769591490305372	2.769591490305372	2.769591490305372	0.0								100.0								100.0								100.0
ENSG00000005483	524.0	0.8548123980424144	3.6736641221374042	0.7540715591662353	11.76773446825124		34.19951893353393		0.6518363448688383	5.653990500390921	11.76773446825124	11.76773446825124	11.76773446825124	11.76773446825124	11.76773446825124	0.0								100.0	34.19951893353393	34.19951893353393	34.19951893353393	34.19951893353393	34.19951893353393	34.19951893353393	34.19951893353393	8.0								100.0
ENSG00000005486	254.0	0.41435562805872755	1.5314960629921262	0.6010863298561109	11.76773446825124		5.848035476425731		2.769591490305372	2.769591490305372	8.90145705989438	11.76773446825124	11.76773446825124	11.76773446825124	11.76773446825124	0.0								100.0	5.848035476425731	5.848035476425731	5.848035476425731	5.848035476425731	5.848035476425731	34.19951893353393	34.19951893353393	0.0								100.0
